Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,1,Single,22262,1,No,3,4,1
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,1,Married,7679,0,No,3,4,5
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,2,Single,22604,1,No,3,2,10
36,No,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,2,Married,13494,4,No,3,2,3
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,1,Married,10205,7,No,3,2,6
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,1,Married,15182,3,No,3,3,3
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,1,Single,25470,0,No,3,1,6
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,1,Married,10494,2,No,4,4,3
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,4,Married,26703,3,No,3,4,20
24,No,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,2,Married,15211,1,Yes,3,3,5
32,No,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,2,Married,23343,4,No,3,2,4
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,1,Married,3708,5,No,3,2,5
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,1,Married,5561,2,Yes,3,2,4
40,No,Non-Travel,663,Research & Development,9,4,Other,3,Male,2,Divorced,23099,3,No,3,4,8
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,3,Divorced,8386,1,No,3,3,13
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,3,Divorced,15986,4,No,3,4,7
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,1,Single,17181,2,Yes,4,4,1
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,3,Single,8931,1,No,3,3,10
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,3,Divorced,19863,2,Yes,3,3,7
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,1,Single,24609,9,No,3,3,3
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,1,Married,21081,6,Yes,3,1,2
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,3,Married,14720,4,Yes,3,4,3
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,2,Divorced,24795,4,No,3,3,2
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,1,Married,3072,1,No,3,3,2
40,No,Non-Travel,218,Research & Development,8,1,Medical,4,Male,3,Divorced,25178,2,No,3,3,9
28,No,Travel_Rarely,866,Sales,5,3,Medical,4,Male,2,Single,23490,0,No,3,3,5
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,1,Single,7973,3,No,3,3,5
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,4,Single,19764,4,No,3,2,9
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,2,Married,21534,2,No,3,2,3
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,1,Divorced,8045,2,No,3,4,3
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,4,Male,1,Single,21158,1,No,3,2,5
33,No,Travel_Frequently,430,Sales,7,3,Medical,4,Male,2,Married,17456,0,No,3,3,4
34,No,Travel_Rarely,1326,Sales,3,3,Other,4,Male,2,Single,,3,No,3,3,13
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,2,Married,2939,8,No,3,2,2
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,1,Single,16458,1,No,3,3,12
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,2,Married,9282,7,No,3,2,1
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,1,Divorced,7152,1,No,3,2,1
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,2,Male,2,Married,2721,0,No,4,2,12
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,3,Divorced,20948,3,No,3,3,8
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,4,Divorced,11929,7,No,3,2,14
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,1,Married,15747,3,No,3,4,3
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,2,Single,17485,5,No,3,1,5
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,Female,2,Single,7815,0,Yes,4,4,15
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,4,Male,1,Married,16192,1,No,3,3,1
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,1,Single,16998,2,Yes,3,2,0
24,No,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,1,Married,7103,1,No,3,3,1
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,3,Single,19719,5,Yes,3,2,2
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,2,Divorced,23757,1,No,3,3,10
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,1,Divorced,15428,0,No,4,4,5
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,2,Married,16143,0,Yes,3,3,3
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Female,1,Married,8192,8,No,3,3,5
47,No,Travel_Rarely,571,Sales,14,3,Medical,3,Female,2,Married,24200,3,Yes,3,2,5
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,1,Single,5355,7,No,3,2,0
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,1,Divorced,12530,1,No,3,1,1
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,2,Single,11827,0,No,3,3,4
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,3,Female,2,Married,23070,4,No,4,3,3
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,1,Married,4668,0,No,3,3,3
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,2,Married,3173,1,No,3,2,8
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,2,Single,22049,2,Yes,3,3,0
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,3,Single,21072,2,No,4,4,5
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,2,Female,4,Divorced,24456,3,No,4,3,14
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,Male,1,Single,7568,6,No,3,1,9
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,4,Male,4,Married,22074,3,No,3,4,20
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,2,Female,3,Single,9150,4,No,3,3,2
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,3,Female,4,Married,11380,8,No,3,4,13
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,4,Female,3,Single,21195,1,No,3,1,11
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,Male,2,Single,24812,0,No,3,3,4
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,4,Male,1,Single,21831,3,No,3,1,5
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,4,Male,3,Married,12288,1,Yes,3,3,10
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,4,Female,1,Single,4156,1,No,3,1,7
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,4,Single,24450,1,Yes,3,3,32
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,2,Male,1,Married,4944,0,Yes,4,3,11
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,3,Male,1,Married,24052,4,No,3,3,1
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,Male,2,Married,3031,1,No,3,3,10
29,No,Travel_Rarely,441,Research & Development,8,1,Other,3,Female,2,Married,7288,3,No,3,3,7
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,2,Single,24152,1,No,3,3,5
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,4,Male,1,Married,4585,4,No,4,3,5
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,4,Male,3,Married,18611,2,Yes,3,1,20
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,Male,2,Married,19345,0,No,3,4,8
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,2,Male,2,Married,22949,1,Yes,3,3,15
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,3,,4,Single,17381,1,Yes,4,3,21
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,3,,1,Divorced,10036,0,No,3,3,1
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,2,Divorced,8841,3,Yes,3,3,2
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,Male,3,Divorced,20933,1,No,3,3,10
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,2,Female,1,Married,26204,0,No,4,3,5
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,4,Female,2,Married,15624,3,No,3,3,7
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,3,Male,1,Single,17001,3,Yes,4,2,3
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,3,Female,2,Divorced,13693,8,No,3,3,8
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,3,Male,1,Married,22376,6,No,3,2,1
33,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1,Male,2,Married,10589,2,No,3,1,2
30,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,2,Male,2,Married,5323,1,No,3,3,10
38,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,3,Male,2,Married,14814,3,No,3,3,6
35,No,Travel_Rarely,992,Research & Development,1,3,Medical,4,Male,1,Single,21731,1,No,3,3,3
30,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,3,Male,3,Married,17799,3,No,3,3,4
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,Female,1,Divorced,26619,1,Yes,3,3,1
53,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,3,Female,3,Married,14618,0,No,3,3,33
38,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,2,Married,7653,4,No,3,3,5
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,2,Married,25174,4,No,3,2,6
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,3,Female,1,Married,16530,8,No,3,2,8
34,No,Travel_Rarely,479,Research & Development,7,4,Medical,1,Male,1,Single,22061,1,No,3,1,1
55,No,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,5,Married,23037,1,No,4,3,36
34,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,2,Male,2,Married,13008,9,No,3,2,2
26,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,Female,1,Married,11133,1,No,4,3,1
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,3,Male,2,Married,12355,0,No,3,3,9
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,2,Female,2,Single,16379,2,No,3,4,3
36,No,Travel_Rarely,884,Sales,1,4,Life Sciences,2,Female,2,Single,21447,6,No,3,3,1
29,No,Travel_Rarely,1370,Research & Development,3,1,Medical,2,Male,1,Single,16213,1,Yes,3,3,10
35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,Female,2,Single,4223,3,Yes,3,3,5
39,No,Travel_Rarely,1462,Sales,6,3,Medical,4,Male,3,Married,4658,2,No,3,3,7
29,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,2,Divorced,24483,1,No,3,4,6
50,No,Travel_Rarely,264,Sales,9,3,Marketing,3,Male,5,Married,19519,4,Yes,3,3,1
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,1,Married,12826,2,No,3,3,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,2,Married,19711,3,Yes,3,3,3
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,5,Single,26362,8,No,4,3,1
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,,2,Married,25348,1,No,3,2,10
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,2,Married,15332,1,No,3,2,8
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,2,Married,11262,1,No,3,3,5
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,1,Divorced,5855,5,No,3,3,6
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,1,Married,7713,1,No,3,2,1
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,4,Male,4,Single,3156,1,No,3,1,26
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,1,Married,7324,1,Yes,3,3,1
22,No,Non-Travel,457,Research & Development,26,2,Other,2,Female,1,Married,10293,1,Yes,3,2,4
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,4,Married,20689,2,Yes,3,3,30
32,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,1,Married,18783,3,No,3,3,3
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,5,Divorced,3549,0,Yes,3,2,22
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,1,Married,5348,1,No,3,2,6
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,2,Single,23447,1,Yes,3,3,10
45,No,Non-Travel,336,Sales,26,3,Marketing,1,Male,2,Married,24162,1,No,3,3,10
31,No,Travel_Frequently,715,Sales,2,4,Other,4,Male,2,Single,21602,7,No,3,3,5
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,2,Married,12421,9,Yes,3,3,3
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,2,Divorced,17000,1,No,3,3,9
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,1,Married,22102,1,No,3,2,9
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,2,Married,3835,2,No,3,3,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,1,Divorced,16290,1,No,3,3,7
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,2,Married,26312,1,No,3,3,16
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,2,Divorced,20460,0,No,4,2,5
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,1,Single,,1,No,3,3,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,1,Single,18420,1,Yes,3,4,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,5,Married,5220,3,No,3,3,5
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,2,Divorced,,0,No,3,3,10
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,3,Married,25800,1,No,3,3,18
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,2,Married,12250,1,No,3,3,14
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,2,Married,26493,3,No,3,2,4
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,2,Single,3140,0,No,3,1,9
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,2,Divorced,5388,1,No,3,3,10
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,3,Married,14199,3,Yes,3,4,5
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,3,Married,21530,9,No,3,3,13
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,1,Married,9953,1,No,3,1,8
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,3,Single,19948,6,Yes,3,2,4
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,2,Married,10503,4,Yes,3,3,10
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,4,Married,5602,2,No,4,3,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,2,Divorced,22098,6,Yes,3,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,1,Single,17218,1,Yes,3,3,6
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,1,Married,22490,7,No,3,3,3
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,1,Single,6297,2,No,3,2,4
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,1,Single,3339,3,Yes,3,1,4
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,2,Single,23413,9,No,3,3,5
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,3,Married,22792,4,No,3,3,3
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,2,Divorced,4973,1,No,3,3,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,2,Married,7693,4,No,4,3,5
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,4,Married,3498,3,No,3,3,4
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,3,Divorced,21981,5,No,3,3,14
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,1,Single,13251,1,No,3,3,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,2,Divorced,19332,1,No,3,3,11
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,1,Single,10950,2,No,3,3,4
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,4,Married,11652,2,Yes,3,3,15
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,,2,Married,15411,0,No,3,3,3
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,2,Divorced,26308,6,No,4,3,5
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,4,Married,18685,3,No,4,3,10
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,4,Married,3525,1,No,4,3,14
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,2,Single,10414,3,Yes,4,4,11
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,2,Married,9867,7,No,3,4,13
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,2,Divorced,3356,1,Yes,3,2,10
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,2,Divorced,3921,1,No,3,3,6
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,2,Divorced,25518,0,No,3,2,9
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,2,Married,22589,1,No,3,3,10
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,1,Divorced,24941,4,Yes,3,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,1,Single,23826,1,No,4,3,4
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,4,Divorced,21086,6,No,3,3,3
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,4,Single,22384,4,No,3,3,8
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,3,Single,11591,3,Yes,3,3,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,1,Single,21082,1,No,3,3,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,2,Divorced,,1,Yes,4,3,6
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,2,Married,7419,6,No,3,2,3
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,1,Divorced,4167,4,Yes,3,3,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,1,Single,20586,1,Yes,3,3,5
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,1,Married,26176,7,No,3,2,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,3,Married,3458,3,No,3,3,4
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,1,Married,11740,2,Yes,3,3,9
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,1,Single,24852,1,No,3,3,1
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,1,Single,11925,1,No,4,3,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,1,Divorced,23737,5,No,3,3,4
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,2,Married,11912,1,No,3,4,15
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,3,Divorced,20467,3,No,4,4,1
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,1,Married,13637,1,No,3,3,14
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,2,Divorced,7677,1,No,3,2,6
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,1,Married,20338,1,No,3,3,10
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,1,Divorced,25103,1,Yes,4,3,3
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,3,Married,14810,1,Yes,3,3,8
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,1,Single,13970,0,Yes,3,4,5
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,2,Married,6069,1,Yes,3,3,10
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,1,Married,17616,1,No,3,3,5
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,3,Single,15869,1,No,3,3,10
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,1,Married,25412,9,No,3,3,5
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,2,Single,7439,3,No,3,2,13
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,3,Married,3395,3,No,4,2,23
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,1,Married,11585,1,No,3,3,1
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,4,Married,24164,7,No,3,1,23
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,1,Married,6217,1,No,3,4,3
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,4,Single,17119,1,No,3,3,21
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,1,Married,17360,6,No,3,2,5
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,1,Married,18103,1,No,3,4,5
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,2,Married,20794,6,No,3,3,3
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,2,Married,,2,Yes,3,3,1
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,1,Divorced,3622,1,No,3,4,6
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,2,Single,9697,6,No,3,3,10
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,2,Married,5151,2,No,3,3,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,1,Married,3811,1,No,3,2,10
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,2,Married,3536,7,No,3,1,1
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,3,Divorced,5596,4,Yes,3,2,10
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,2,Divorced,8658,5,Yes,3,3,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,2,Single,12147,6,No,3,3,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,1,Single,12862,1,No,3,1,3
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,2,Single,6670,2,No,4,2,5
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,2,Married,8989,1,Yes,3,3,9
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,3,Married,3840,3,No,3,1,4
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,5,Single,4349,1,No,3,2,21
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,3,Married,6595,4,No,4,4,5
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,1,Single,26427,0,No,3,3,9
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,1,Married,2097,0,No,3,3,2
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,1,Divorced,9732,6,No,3,2,4
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,2,Married,,1,No,3,3,5
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,1,Single,6152,1,No,3,2,6
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,1,Single,14630,1,No,3,3,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,2,Single,23060,8,Yes,3,4,3
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,3,Divorced,3088,2,No,3,3,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,1,Married,5586,0,Yes,3,3,5
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,2,Single,10697,8,No,3,2,11
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,2,Single,8191,3,No,3,4,5
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,3,Single,10092,2,Yes,4,2,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,1,Married,15963,4,No,3,2,6
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,3,Married,19002,2,No,3,3,1
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,1,Divorced,10007,1,No,3,3,1
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,2,Married,9128,3,No,3,3,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,1,Single,17674,2,No,3,3,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,2,Married,24539,3,Yes,3,3,1
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,1,Married,15587,9,Yes,3,3,1
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,1,Divorced,8952,8,No,4,2,5
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,5,Married,19805,8,No,3,3,1
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,,2,Divorced,6194,5,No,3,2,9
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,1,Divorced,20520,1,No,4,3,5
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,2,Divorced,12313,1,Yes,3,3,15
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,4,Married,22308,4,Yes,4,2,3
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,1,Single,5033,0,No,3,3,9
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,2,Single,25353,5,No,3,3,2
